incident_id,pathogen_name,detection_date,region,location_lat,location_lon,case_count,source_type,ndvi_mean,tree_cover_pct,risk_score
INC-00027,Rift Valley Fever,2021-03-20 23:57:06.853707415,Lamu,-1.7739755274163627,40.768395488556536,9,lab,0.158,29.9,0.623
INC-00028,Avian Influenza H5N1,2021-03-23 22:10:20.440881763,Kampala,0.6197008913545856,32.82103071268663,2,lab,0.138,33.5,0.979
INC-00029,Avian Influenza H5N1,2021-03-26 20:23:34.028056112,Kampala,0.15855750992076623,32.485660204119085,5,lab,0.555,11.2,0.122
INC-00030,Mpox,2021-03-29 18:36:47.615230461,Kampala,0.5352610491660925,32.644338930063,3,lab,0.422,8.8,0.458
INC-00031,Rift Valley Fever,2021-04-01 16:50:01.202404809,Mombasa,-3.8380706345159874,39.88798853502154,23,lab,0.349,40.6,0.494
INC-00032,Rift Valley Fever,2021-04-04 15:03:14.789579158,Nairobi,-1.3985473048363501,36.82615715175135,1,lab,0.642,23.7,0.167
INC-00033,Crimean-Congo HF,2021-04-07 13:16:28.376753507,Kampala,0.4884846345861594,32.98960632690951,10,community,0.604,17.4,0.532
INC-00034,Mpox,2021-04-10 11:29:41.963927855,Garissa,-0.9424923550243238,39.56539998792781,5,lab,0.135,1.9,0.606
INC-00035,Rift Valley Fever,2021-04-13 09:42:55.551102204,Nairobi,-1.5773313413977585,36.96429479814332,7,lab,0.47,50.8,0.157
INC-00036,Mpox,2021-04-16 07:56:09.138276552,Garissa,-0.42813169703273884,39.48846143330005,2,lab,0.563,1.9,0.155
INC-00037,Rift Valley Fever,2021-04-19 06:09:22.725450902,Lamu,-2.605688695741704,40.810216668231014,12,lab,0.43,45.0,0.856
INC-00038,Mpox,2021-04-22 04:22:36.312625250,Mombasa,-4.377570132123466,39.60825610823355,5,community,0.69,22.9,0.311
INC-00039,Rift Valley Fever,2021-04-25 02:35:49.899799598,Dar es Salaam,-6.456049709449761,38.83413501831229,5,community,0.512,35.9,0.63
INC-00040,Leptospirosis,2021-04-28 00:49:03.486973948,Mombasa,-3.5543439973163946,39.259929679059006,2,lab,0.162,14.9,0.627
INC-00041,Rift Valley Fever,2021-04-30 23:02:17.074148296,Lamu,-2.2134705719715515,41.06954992314676,3,lab,0.219,9.3,0.839
INC-00042,Rift Valley Fever,2021-05-03 21:15:30.661322644,Dar es Salaam,-6.453284269118286,39.36384573834305,8,lab,0.596,32.0,0.74
INC-00043,Rift Valley Fever,2021-05-06 19:28:44.248496994,Kisumu,0.39861966432627255,34.93086571421009,7,lab,0.698,41.7,0.841
INC-00044,Avian Influenza H5N1,2021-05-09 17:41:57.835671342,Nairobi,-1.6447931114312253,36.33698944534269,4,lab,0.159,11.7,0.625
INC-00045,Rift Valley Fever,2021-05-12 15:55:11.422845690,Garissa,-0.5049743867456489,39.47264584267178,5,lab,0.16,26.2,0.449
INC-00046,Mpox,2021-05-15 14:08:25.010020040,Kampala,0.2401687158419199,32.280329847259196,14,lab,0.558,26.7,0.394
INC-00047,Mpox,2021-05-18 12:21:38.597194388,Garissa,-0.8731707163538149,39.92425042254401,14,environmental,0.139,13.0,0.379
INC-00048,Mpox,2021-05-21 10:34:52.184368736,Dar es Salaam,-6.537023827205255,39.56895840139613,4,lab,0.141,33.9,0.418
INC-00049,Leptospirosis,2021-05-24 08:48:05.771543086,Lamu,-2.335660972677407,40.64874037722615,1,lab,0.633,8.8,0.129
INC-00050,Avian Influenza H5N1,2021-05-27 07:01:19.358717434,Lamu,-2.3001130658095987,41.069909158847985,3,lab,0.58,30.6,0.424
INC-00051,Crimean-Congo HF,2021-05-30 05:14:32.945891784,Mombasa,-4.39280402618676,39.29756880345827,12,lab,0.629,6.8,0.389
INC-00052,Avian Influenza H5N1,2021-06-02 03:27:46.533066132,Kisumu,-0.4107753477691319,34.54310852560171,2,lab,0.49,29.1,0.035
INC-00053,Crimean-Congo HF,2021-06-05 01:41:00.120240480,Kampala,0.754699622156215,32.221174496233424,7,lab,0.294,18.7,0.275
INC-00054,Avian Influenza H5N1,2021-06-07 23:54:13.707414830,Kampala,-0.1077549110257211,32.366040766599234,5,lab,0.644,27.1,0.752
INC-00055,Mpox,2021-06-10 22:07:27.294589178,Nairobi,-1.5535367150562938,36.991959547349275,3,lab,0.279,26.0,0.578
INC-00056,Leptospirosis,2021-06-13 20:20:40.881763526,Kampala,0.13965533031452837,32.99284691018526,12,community,0.265,54.5,0.806
INC-00057,Avian Influenza H5N1,2021-06-16 18:33:54.468937876,Mombasa,-4.053279457598414,39.37072840792418,5,community,0.632,29.4,0.543
INC-00058,Leptospirosis,2021-06-19 16:47:08.056112224,Lamu,-2.1829948269852038,40.944139034950716,11,lab,0.508,49.1,0.854
INC-00059,Avian Influenza H5N1,2021-06-22 15:00:21.643286572,Dar es Salaam,-6.799064024149333,39.40971910124343,2,lab,0.637,13.5,0.796
INC-00060,Mpox,2021-06-25 13:13:35.230460922,Garissa,-0.869104665443118,40.09902146848557,11,community,0.194,21.1,0.098
INC-00061,Rift Valley Fever,2021-06-28 11:26:48.817635270,Lamu,-2.525772545944286,41.01212048288717,2,environmental,0.671,4.5,0.977
INC-00062,Mpox,2021-07-01 09:40:02.404809618,Kisumu,0.25188638476254116,34.523062931027376,2,lab,0.468,25.2,0.015
INC-00063,Rift Valley Fever,2021-07-04 07:53:15.991983968,Garissa,-0.31563129952154095,39.771577156913935,19,lab,0.501,40.1,0.597
INC-00064,Avian Influenza H5N1,2021-07-07 06:06:29.579158316,Kisumu,0.05744705013427437,34.58844716167801,4,lab,0.648,50.3,0.793
INC-00065,Crimean-Congo HF,2021-07-10 04:19:43.166332664,Kisumu,0.07850125535135494,35.244084390691704,3,environmental,0.328,34.0,0.332
INC-00066,Crimean-Congo HF,2021-07-13 02:32:56.753507014,Garissa,-0.19031698096047095,39.54577513516364,2,lab,0.532,38.4,0.599
INC-00067,Crimean-Congo HF,2021-07-16 00:46:10.340681362,Kisumu,-0.5335935182785527,34.95338372076101,2,lab,0.484,10.6,0.362
INC-00068,Leptospirosis,2021-07-18 22:59:23.927855710,Nairobi,-1.4197806150673875,36.340450582346755,3,lab,0.573,2.2,0.061
INC-00069,Mpox,2021-07-21 21:12:37.515030060,Kampala,0.3871234352616787,32.48258144613476,2,lab,0.638,47.5,0.008
INC-00070,Avian Influenza H5N1,2021-07-24 19:25:51.102204408,Lamu,-2.430983516702674,41.27716761332251,17,lab,0.508,10.0,0.095
INC-00071,Mpox,2021-07-27 17:39:04.689378756,Mombasa,-3.6989981267128136,39.77843344443325,6,environmental,0.141,5.5,0.098
INC-00072,Crimean-Congo HF,2021-07-30 15:52:18.276553104,Kampala,0.33016850858729396,32.526462886395976,4,environmental,0.21,56.3,0.611
INC-00073,Rift Valley Fever,2021-08-02 14:05:31.863727456,Nairobi,-1.0177614105406207,37.25316049943572,8,lab,0.672,57.8,0.526
INC-00074,Rift Valley Fever,2021-08-05 12:18:45.450901804,Dar es Salaam,-6.440338483118831,39.56231237614723,4,lab,0.681,37.0,0.455
INC-00075,Crimean-Congo HF,2021-08-08 10:31:59.038076152,Kampala,0.3523874829034981,32.40473567382294,6,community,0.68,22.7,0.692
INC-00076,Avian Influenza H5N1,2021-08-11 08:45:12.625250500,Kisumu,0.3178502438713499,34.81250440204134,14,lab,0.122,50.0,0.017
INC-00077,Mpox,2021-08-14 06:58:26.212424848,Mombasa,-3.9563530594630194,39.65803025609246,12,lab,0.329,12.3,0.271
INC-00078,Avian Influenza H5N1,2021-08-17 05:11:39.799599196,Kampala,0.6978702988337218,32.71472250011487,4,lab,0.556,25.8,0.777
INC-00079,Rift Valley Fever,2021-08-20 03:24:53.386773548,Dar es Salaam,-6.951763204408476,39.04243926695876,13,community,0.552,21.4,0.91
INC-00080,Rift Valley Fever,2021-08-23 01:38:06.973947896,Garissa,-0.4544030414685148,39.39030400076589,3,community,0.152,54.8,0.438
INC-00081,Avian Influenza H5N1,2021-08-25 23:51:20.561122244,Kampala,0.3790070410045777,32.99519183525554,11,community,0.466,55.2,0.081
INC-00082,Rift Valley Fever,2021-08-28 22:04:34.148296592,Mombasa,-4.43849728410393,40.09208049949851,4,environmental,0.186,39.1,0.799
INC-00083,Rift Valley Fever,2021-08-31 20:17:47.735470940,Lamu,-2.370887493298459,41.24538288576198,2,lab,0.396,6.6,0.885
INC-00084,Mpox,2021-09-03 18:31:01.322645288,Dar es Salaam,-6.375016327448323,39.686532430764565,4,lab,0.244,28.9,0.414
INC-00085,Avian Influenza H5N1,2021-09-06 16:44:14.909819640,Dar es Salaam,-6.661521759635257,39.45331952577969,15,lab,0.132,14.7,0.243
INC-00086,Leptospirosis,2021-09-09 14:57:28.496993988,Nairobi,-1.6088824175630325,37.081890228561996,8,environmental,0.148,53.1,0.044
INC-00087,Rift Valley Fever,2021-09-12 13:10:42.084168336,Kisumu,-0.25284636439039504,35.03054609196264,8,environmental,0.647,8.3,0.591
INC-00088,Avian Influenza H5N1,2021-09-15 11:23:55.671342684,Lamu,-2.5778369903373,40.88266763094231,9,lab,0.547,3.3,0.91
INC-00089,Avian Influenza H5N1,2021-09-18 09:37:09.258517032,Lamu,-2.7446168682014274,40.85851219451427,18,community,0.659,42.3,0.678
INC-00090,Avian Influenza H5N1,2021-09-21 07:50:22.845691380,Kampala,0.7750564585040267,32.322746276149005,8,lab,0.382,27.2,0.317
INC-00091,Avian Influenza H5N1,2021-09-24 06:03:36.432865732,Lamu,-2.3212326717431284,41.04687919435929,5,lab,0.348,50.3,0.643
INC-00092,Crimean-Congo HF,2021-09-27 04:16:50.020040080,Lamu,-2.461904927579214,40.69138013610233,8,lab,0.315,4.5,0.832
INC-00093,Avian Influenza H5N1,2021-09-30 02:30:03.607214428,Kisumu,0.006775191557736593,34.525764409702354,6,community,0.47,48.1,0.476
INC-00094,Crimean-Congo HF,2021-10-03 00:43:17.194388776,Garissa,-0.9459055437069843,39.73206037409605,1,community,0.311,2.2,0.82
INC-00095,Avian Influenza H5N1,2021-10-05 22:56:30.781563124,Kisumu,-0.31367989339918617,34.677938388225044,2,lab,0.548,1.7,0.392
INC-00096,Mpox,2021-10-08 21:09:44.368737472,Mombasa,-3.840443534301108,39.38706260879463,8,community,0.581,27.7,0.349
INC-00097,Leptospirosis,2021-10-11 19:22:57.955911824,Dar es Salaam,-6.658584226930737,39.52438401675283,2,community,0.626,13.3,0.583
INC-00098,Leptospirosis,2021-10-14 17:36:11.543086172,Dar es Salaam,-6.310548052457464,39.56889791929438,2,community,0.246,35.6,0.465
INC-00099,Leptospirosis,2021-10-17 15:49:25.130260520,Nairobi,-1.166031290341956,36.48492251967778,9,community,0.416,1.5,0.977
INC-00100,Leptospirosis,2021-10-20 14:02:38.717434868,Lamu,-2.2919341263722672,40.4095670328,4,lab,0.234,2.1,0.516
INC-00101,Leptospirosis,2021-10-23 12:15:52.304609216,Mombasa,-3.7820444368159927,39.504335968529375,9,community,0.123,43.6,0.385
INC-00102,Leptospirosis,2021-10-26 10:29:05.891783568,Lamu,-1.866112128035947,41.19957083568075,18,environmental,0.525,12.6,0.395
INC-00103,Rift Valley Fever,2021-10-29 08:42:19.478957916,Nairobi,-1.0656930532816484,37.156396866234324,1,community,0.429,39.4,0.548
INC-00104,Avian Influenza H5N1,2021-11-01 06:55:33.066132264,Lamu,-1.8062287764506202,40.54038907011605,6,lab,0.534,45.0,0.355
INC-00105,Mpox,2021-11-04 05:08:46.653306612,Lamu,-1.9874348292618227,41.17639590118305,1,community,0.153,3.6,0.723
INC-00106,Crimean-Congo HF,2021-11-07 03:22:00.240480960,Lamu,-1.9026385617380734,40.51776416730943,15,community,0.697,46.2,0.381
INC-00107,Mpox,2021-11-10 01:35:13.827655308,Dar es Salaam,-7.178249928816363,39.098390590156534,0,lab,0.697,16.1,0.384
INC-00108,Avian Influenza H5N1,2021-11-12 23:48:27.414829660,Kampala,0.5800095029937877,33.08112951501192,7,community,0.379,23.4,0.617
INC-00109,Avian Influenza H5N1,2021-11-15 22:01:41.002004008,Dar es Salaam,-6.852265300472631,38.90091882323091,5,lab,0.62,5.2,0.061
INC-00110,Avian Influenza H5N1,2021-11-18 20:14:54.589178356,Mombasa,-3.990373197588725,39.32216958257762,7,lab,0.246,50.3,0.655
INC-00111,Mpox,2021-11-21 18:28:08.176352704,Lamu,-2.115337590517643,40.82486033254679,5,lab,0.543,33.6,0.505
INC-00112,Leptospirosis,2021-11-24 16:41:21.763527052,Kampala,0.8174111167055694,32.702188525969866,14,community,0.628,30.3,0.453
INC-00113,Crimean-Congo HF,2021-11-27 14:54:35.350701400,Kampala,0.8321740814316246,33.01542078241326,14,environmental,0.589,58.1,0.719
INC-00114,Leptospirosis,2021-11-30 13:07:48.937875752,Kampala,0.13582424548790528,33.06334114553304,5,lab,0.587,20.1,0.758
INC-00115,Leptospirosis,2021-12-03 11:21:02.525050100,Kampala,0.5813494974379162,32.1521606365914,16,environmental,0.378,53.4,0.846
INC-00116,Crimean-Congo HF,2021-12-06 09:34:16.112224448,Nairobi,-1.0364054620647314,36.455220517347904,15,lab,0.592,43.2,0.375
INC-00117,Crimean-Congo HF,2021-12-09 07:47:29.699398796,Nairobi,-1.4398961386869513,37.10796097389599,5,lab,0.514,55.7,0.327
INC-00118,Rift Valley Fever,2021-12-12 06:00:43.286573144,Mombasa,-4.419607225135779,39.43883815227086,2,community,0.179,54.5,0.714
INC-00119,Rift Valley Fever,2021-12-15 04:13:56.873747492,Nairobi,-1.7454420397142802,37.20207205950636,8,environmental,0.169,59.5,0.582
INC-00120,Mpox,2021-12-18 02:27:10.460921844,Kampala,0.6249391275291786,32.74597325722909,4,community,0.563,7.9,0.632
INC-00121,Mpox,2021-12-21 00:40:24.048096192,Dar es Salaam,-6.802654258183094,38.82017280238068,12,environmental,0.475,47.8,0.556
INC-00122,Rift Valley Fever,2021-12-23 22:53:37.635270540,Dar es Salaam,-6.306813830505074,39.54085728492401,11,community,0.412,48.3,0.773
INC-00123,Mpox,2021-12-26 21:06:51.222444888,Kampala,0.31256945619365306,32.258876380008076,11,lab,0.644,38.7,0.19
INC-00124,Leptospirosis,2021-12-29 19:20:04.809619236,Lamu,-1.7915230209261597,40.825555394679654,18,lab,0.496,16.7,0.556
INC-00125,Crimean-Congo HF,2022-01-01 17:33:18.396793584,Kampala,0.2591720021940599,32.63470492855933,1,lab,0.338,57.9,0.158
INC-00126,Crimean-Congo HF,2022-01-04 15:46:31.983967936,Nairobi,-0.9927068494400274,36.817989149080276,9,environmental,0.348,12.3,0.407
INC-00127,Crimean-Congo HF,2022-01-07 13:59:45.571142284,Lamu,-2.6846207276881677,41.08822291561515,10,environmental,0.463,30.0,0.664
INC-00128,Mpox,2022-01-10 12:12:59.158316632,Dar es Salaam,-6.736892289862236,39.36101473486926,8,community,0.556,31.3,0.493
INC-00129,Crimean-Congo HF,2022-01-13 10:26:12.745490980,Dar es Salaam,-6.490294213014275,39.70037000552806,9,lab,0.439,9.7,0.38
INC-00130,Leptospirosis,2022-01-16 08:39:26.332665328,Kampala,0.7722976672198887,33.08194190922419,6,lab,0.405,43.4,0.885
INC-00131,Crimean-Congo HF,2022-01-19 06:52:39.919839680,Kampala,0.6701790906174316,32.59897940263564,2,environmental,0.536,5.3,0.773
INC-00132,Mpox,2022-01-22 05:05:53.507014028,Nairobi,-1.7494182727988257,36.41242208696086,3,community,0.523,41.6,0.526
INC-00133,Crimean-Congo HF,2022-01-25 03:19:07.094188376,Kampala,0.2202983413067342,32.810363298968724,2,lab,0.598,50.9,0.95
INC-00134,Rift Valley Fever,2022-01-28 01:32:20.681362724,Lamu,-2.7207415276861484,41.378724078216585,8,lab,0.138,21.0,0.424
INC-00135,Leptospirosis,2022-01-30 23:45:34.268537072,Kisumu,-0.482419708885442,34.58628238762902,6,lab,0.553,42.6,0.788
INC-00136,Crimean-Congo HF,2022-02-02 21:58:47.855711420,Dar es Salaam,-6.617048371332515,39.16953688583757,2,lab,0.408,9.4,0.168
INC-00137,Crimean-Congo HF,2022-02-05 20:12:01.442885772,Nairobi,-1.0731308036883018,36.74199992481545,8,lab,0.145,50.8,0.286
INC-00138,Leptospirosis,2022-02-08 18:25:15.030060120,Kisumu,0.1820186827516263,34.31937515455693,5,lab,0.507,57.1,0.338
INC-00139,Avian Influenza H5N1,2022-02-11 16:38:28.617234468,Kampala,0.7130525480556629,32.75478443122345,6,environmental,0.53,9.2,0.106
INC-00140,Leptospirosis,2022-02-14 14:51:42.204408816,Garissa,-0.21378853152349014,39.49943669506847,9,lab,0.414,41.5,0.502
INC-00141,Avian Influenza H5N1,2022-02-17 13:04:55.791583164,Mombasa,-3.742605407893368,39.9556698746315,15,lab,0.576,30.3,0.192
INC-00142,Avian Influenza H5N1,2022-02-20 11:18:09.378757512,Mombasa,-4.494513290176721,40.00032607528198,2,lab,0.28,31.9,0.634
INC-00143,Mpox,2022-02-23 09:31:22.965931864,Kisumu,-0.3571668495587014,35.08918678659784,8,community,0.221,42.4,0.19
INC-00144,Leptospirosis,2022-02-26 07:44:36.553106208,Garissa,-0.33132222662475425,39.56276499803988,3,lab,0.31,29.3,0.124
INC-00145,Crimean-Congo HF,2022-03-01 05:57:50.140280560,Lamu,-1.9113146953751767,40.7236056822409,6,lab,0.346,36.0,0.969
INC-00146,Mpox,2022-03-04 04:11:03.727454912,Nairobi,-1.781888875060341,37.066043779667055,4,lab,0.518,13.9,0.658
INC-00147,Mpox,2022-03-07 02:24:17.314629256,Mombasa,-4.0288476578836505,39.96959543384272,2,environmental,0.607,22.7,0.936
INC-00148,Avian Influenza H5N1,2022-03-10 00:37:30.901803608,Lamu,-2.0921526006356026,40.893317446391364,20,community,0.533,51.9,0.49
INC-00149,Avian Influenza H5N1,2022-03-12 22:50:44.488977952,Nairobi,-1.7567817108713868,37.2102540195363,10,lab,0.204,6.6,0.033
INC-00150,Mpox,2022-03-15 21:03:58.076152304,Lamu,-2.368084442446612,40.54596869607856,11,lab,0.32,35.9,0.574
INC-00151,Leptospirosis,2022-03-18 19:17:11.663326648,Mombasa,-3.6478421186163033,40.047274779658956,1,lab,0.195,11.1,0.558
INC-00152,Crimean-Congo HF,2022-03-21 17:30:25.250501000,Garissa,-0.2816071911441413,39.24219423297188,15,environmental,0.512,50.8,0.015
INC-00153,Avian Influenza H5N1,2022-03-24 15:43:38.837675352,Kisumu,-0.3540436366394027,34.42148152205461,3,community,0.249,34.7,0.861
INC-00154,Mpox,2022-03-27 13:56:52.424849696,Kampala,0.7003771296319127,32.61636001327396,14,lab,0.415,24.2,0.62
INC-00155,Mpox,2022-03-30 12:10:06.012024048,Dar es Salaam,-6.944322576590485,38.77584648018742,15,lab,0.575,15.0,0.745
INC-00156,Leptospirosis,2022-04-02 10:23:19.599198392,Nairobi,-0.9330443288559406,36.37003010140011,8,community,0.503,26.2,0.494
INC-00157,Leptospirosis,2022-04-05 08:36:33.186372744,Kampala,0.14653965111890555,32.083038744165705,2,community,0.279,57.5,0.618
INC-00158,Rift Valley Fever,2022-04-08 06:49:46.773547096,Kampala,0.437916250883149,32.518836659694266,10,lab,0.3,30.6,0.257
INC-00159,Crimean-Congo HF,2022-04-11 05:03:00.360721440,Lamu,-2.3724999322521656,41.17668388129223,9,lab,0.492,28.2,0.974
INC-00160,Rift Valley Fever,2022-04-14 03:16:13.947895792,Garissa,-0.678394949244933,39.18093735027991,11,lab,0.43,44.8,0.401
INC-00161,Leptospirosis,2022-04-17 01:29:27.535070136,Dar es Salaam,-6.405796437828131,39.360585606465854,6,community,0.158,22.7,0.162
INC-00162,Rift Valley Fever,2022-04-19 23:42:41.122244488,Kisumu,-0.4041083180605087,35.091083317416185,7,environmental,0.624,25.6,0.056
INC-00163,Crimean-Congo HF,2022-04-22 21:55:54.709418840,Kisumu,-0.506890408764237,34.43595684857787,3,environmental,0.408,20.2,0.636
INC-00164,Mpox,2022-04-25 20:09:08.296593184,Kisumu,-0.24977506145433964,34.4148197348214,1,community,0.384,9.1,0.983
INC-00165,Leptospirosis,2022-04-28 18:22:21.883767536,Lamu,-2.0518008523584323,41.26286097362053,5,lab,0.219,42.8,0.896
INC-00166,Mpox,2022-05-01 16:35:35.470941880,Kisumu,0.2157296059762817,35.09108060995009,7,lab,0.326,52.4,0.702
INC-00167,Avian Influenza H5N1,2022-05-04 14:48:49.058116232,Mombasa,-3.5447336299332353,39.707147766264185,4,lab,0.3,54.3,0.991
INC-00168,Avian Influenza H5N1,2022-05-07 13:02:02.645290576,Kisumu,-0.2953399429888351,35.08715587929398,8,community,0.262,52.8,0.723
INC-00169,Rift Valley Fever,2022-05-10 11:15:16.232464928,Nairobi,-1.378447048868718,36.409979077424495,10,environmental,0.44,27.1,0.339
INC-00170,Avian Influenza H5N1,2022-05-13 09:28:29.819639280,Nairobi,-1.6495677219703737,36.711704517938756,3,lab,0.377,17.0,0.601
INC-00171,Leptospirosis,2022-05-16 07:41:43.406813624,Nairobi,-1.2115170703769664,37.05502055610637,15,lab,0.634,38.3,0.08
INC-00172,Leptospirosis,2022-05-19 05:54:56.993987976,Lamu,-1.7718599627370826,40.659511959323964,7,community,0.665,57.3,0.222
INC-00173,Rift Valley Fever,2022-05-22 04:08:10.581162320,Lamu,-2.0685589898793415,41.154388914433554,5,community,0.232,43.6,0.418
INC-00174,Leptospirosis,2022-05-25 02:21:24.168336672,Dar es Salaam,-6.697141159586628,39.21250660439082,1,environmental,0.16,29.7,0.202
INC-00175,Leptospirosis,2022-05-28 00:34:37.755511024,Kampala,0.23996509292179402,32.832785987948235,3,lab,0.571,41.3,0.954
INC-00176,Mpox,2022-05-30 22:47:51.342685368,Lamu,-1.854141239714445,40.86673963785733,3,community,0.697,46.4,0.996
INC-00177,Rift Valley Fever,2022-06-02 21:01:04.929859720,Mombasa,-4.046560403869651,39.53611034022182,15,community,0.618,55.2,0.371
INC-00178,Mpox,2022-06-05 19:14:18.517034064,Garissa,-0.8188530866869386,39.36528821647863,6,environmental,0.114,45.8,0.709
INC-00179,Avian Influenza H5N1,2022-06-08 17:27:32.104208416,Kampala,0.2129744631991335,32.290899341435015,10,environmental,0.251,26.0,0.408
INC-00180,Leptospirosis,2022-06-11 15:40:45.691382760,Garissa,-0.8860533311522332,39.8975898105714,3,community,0.126,16.4,0.14
INC-00181,Rift Valley Fever,2022-06-14 13:53:59.278557112,Mombasa,-4.341497962311219,39.28711634803396,0,community,0.592,30.0,0.337
INC-00182,Avian Influenza H5N1,2022-06-17 12:07:12.865731464,Kampala,-0.13473521900008778,32.16850235011095,10,environmental,0.449,19.7,0.233
INC-00183,Avian Influenza H5N1,2022-06-20 10:20:26.452905808,Dar es Salaam,-6.8390740834998365,38.88461936502213,1,lab,0.408,56.6,0.328
INC-00184,Rift Valley Fever,2022-06-23 08:33:40.040080160,Kampala,0.4821362649517972,32.257866511453926,4,lab,0.433,30.5,0.215
INC-00185,Avian Influenza H5N1,2022-06-26 06:46:53.627254504,Kampala,0.19088846237890778,32.905627622806904,9,community,0.251,28.3,0.112
INC-00186,Mpox,2022-06-29 05:00:07.214428856,Mombasa,-4.123095228494723,39.56671262347421,10,environmental,0.461,20.9,0.217
INC-00187,Mpox,2022-07-02 03:13:20.801603208,Kisumu,0.3675072728445759,35.25834445736048,3,lab,0.118,38.4,0.906
INC-00188,Mpox,2022-07-05 01:26:34.388777552,Mombasa,-3.791513878425085,39.30541725779061,4,lab,0.488,31.2,0.085
INC-00189,Leptospirosis,2022-07-07 23:39:47.975951904,Kisumu,-0.050845363055048776,34.92149582569364,3,community,0.541,7.7,0.325
INC-00190,Avian Influenza H5N1,2022-07-10 21:53:01.563126248,Dar es Salaam,-7.007813124888174,39.15705750720125,6,community,0.504,52.2,0.528
